pathway	analysis	gene_symbol
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NOLC1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RPA1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	NAP1L1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CENPM
E2F_TARGETS	entry4_SOFA_D3__PH_pass	XRCC6
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MCM5
E2F_TARGETS	entry4_SOFA_D3__PH_pass	HELLS
E2F_TARGETS	entry4_SOFA_D3__PH_pass	ZW10
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CCNE1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CKS1B
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CDKN2A
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MCM7
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RNASEH2A
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RRM2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	UBE2T
E2F_TARGETS	entry4_SOFA_D3__PH_pass	POLD2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SRSF1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	LYAR
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SMC4
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MTHFD2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PRPS1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	CDK1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PRIM2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	POLD1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TRA2B
E2F_TARGETS	entry4_SOFA_D3__PH_pass	DSCC1
E2F_TARGETS	entry4_SOFA_D3__PH_pass	RAD51C
E2F_TARGETS	entry4_SOFA_D3__PH_pass	GINS3
E2F_TARGETS	entry4_SOFA_D3__PH_pass	SNRPB
E2F_TARGETS	entry4_SOFA_D3__PH_pass	UBR7
E2F_TARGETS	entry4_SOFA_D3__PH_pass	POLE4
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TIMELESS
E2F_TARGETS	entry4_SOFA_D3__PH_pass	BRMS1L
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TIPIN
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TUBB
E2F_TARGETS	entry4_SOFA_D3__PH_pass	EXOSC8
E2F_TARGETS	entry4_SOFA_D3__PH_pass	ORC6
E2F_TARGETS	entry4_SOFA_D3__PH_pass	MMS22L
E2F_TARGETS	entry4_SOFA_D3__PH_pass	DCK
E2F_TARGETS	entry4_SOFA_D3__PH_pass	PLK4
E2F_TARGETS	entry4_SOFA_D3__PH_pass	TCF19
E2F_TARGETS	entry4_SOFA_D3__PH_pass	EZH2
E2F_TARGETS	entry4_SOFA_D3__PH_pass	UNG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	GADD45A
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	BASP1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	FBN2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	PCOLCE2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	CD59
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	QSOX1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	EFEMP2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	CD44
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	CAPG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	COL4A2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	SERPINE1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TGFB1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	COLGALT1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	AREG
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	COL7A1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TNFAIP3
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	LOXL1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TPM1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	PLOD1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	THBS1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	COPA
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	PDLIM4
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	VIM
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	WIPF1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	CXCL1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	ANPEP
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	ITGA5
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	SFRP4
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	ACTA2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	ITGB3
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	PTX3
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TIMP1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	FSTL1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	MYLK
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	SLC6A8
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	LGALS1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	VEGFA
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	SPARC
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TAGLN
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TGM2
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	TPM4
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	FN1
EPITHELIAL_MESENCHYMAL_TRANSITION	entry4_SOFA_D3__PH_pass	ITGB5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	IGF1R
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	AFF1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	FKBP5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	RAB31
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	SVIL
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	MED13L
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	RARA
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	MREG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	TIPARP
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	TTC39A
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	UGCG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	SLC2A1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	FOXC1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	KDM4B
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	MINDY1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	GAB2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	KAZN
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	CD44
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	TOB1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	CANT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	OLFML3
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	CHPT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	DHCR7
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	GLA
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	RHOBTB3
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	INHBB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	SIAH2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	FHL2
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	AREG
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	B4GALT1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	NADSYN1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	CISH
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	ANXA9
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	CA12
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	SH3BP5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	KCNK5
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	TUBB2B
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	FLNB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	TMEM164
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	ALDH3B1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	DLC1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	IL17RB
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	AMFR
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	RAPGEFL1
ESTROGEN_RESPONSE_EARLY	entry4_SOFA_D3__PH_pass	SLC7A5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	ATP2B4
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	AFF1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	FKBP5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	RAB31
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	SERPINA1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	IMPA2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	FOXC1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CCNA1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	MAPK13
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	S100A9
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CD44
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	TOB1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	SNX10
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	ST6GALNAC2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CHPT1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	DHCR7
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	GLA
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	SIAH2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	AREG
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	PTPN6
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	JAK1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CISH
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	ANXA9
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CA12
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CA2
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	KCNK5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	FLNB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	CKB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	ZFP36
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	ALDH3B1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	IL17RB
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	AMFR
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	RAPGEFL1
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	XRCC3
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	SLC7A5
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	IL6ST
ESTROGEN_RESPONSE_LATE	entry4_SOFA_D3__PH_pass	HSPA4L
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	OSTC
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	MDH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	METAP1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	APEX1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ECHS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACSS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACAA2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SUCLG2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ECI1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HADH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACAT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSD17B10
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	MCEE
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CBR1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACADM
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SDHD
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	BPHL
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ADSL
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSD17B4
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACOT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ECI2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACSL5
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	UGDH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PDHA1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	BCKDHB
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PSME1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	MIX23
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	BLVRA
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CPT2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ODC1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	RAP1GDS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CD36
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PCBD1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ALDH3A2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	GCDH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HMGCS1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	NTHL1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	MIF
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SUCLA2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSD17B7
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSPH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	PTS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	SMS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	FH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ENO2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	MDH2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	XIST
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	EHHADH
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ACO2
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	S100A10
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	IDH3B
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CD1D
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CRYZ
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ALDH1A1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ECH1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	IDH3G
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	RDH11
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ALDH9A1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	CPOX
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	HSP90AA1
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	UROS
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	DLST
FATTY_ACID_METABOLISM	entry4_SOFA_D3__PH_pass	ERP29
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	BUB3
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	SYNCRIP
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	G3BP1
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	SLC38A1
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	SRSF10
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	MAD2L1
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	PURA
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	NCL
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	MYC
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	CUL5
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	STMN1
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	KIF22
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	TMPO
G2M_CHECKPOINT	entry4_SOFA_D3__PH_pass	RPS6KA5
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	TGFA
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PYGL
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PHKA2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	IRS2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	TPST1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	HK2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PKM
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	B4GALT4
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PDK3
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	P4HA2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	RRAGD
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	ABCB6
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	QSOX1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	DSC2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	SPAG4
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	MERTK
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	EXT1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	CD44
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	LCT
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	LDHA
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	SLC16A3
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PGM2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	G6PD
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PAM
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	ANKZF1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	IL13RA1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PKP2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	TALDO1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PGK1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	B4GALT1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	IER3
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	SAP30
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	ALDOA
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	ME2
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	DEPDC1
GLYCOLYSIS	entry4_SOFA_D3__PH_pass	PLOD1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	ETS2
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	SLIT1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	CDK5R1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	NF1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	TLE3
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	GLI1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	MYH9
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	TLE1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	RASA1
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	PML
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	VLDLR
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	ACHE
HEDGEHOG_SIGNALING	entry4_SOFA_D3__PH_pass	VEGFA
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	NFE2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	CCND3
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SLC22A4
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	GCLM
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ADD1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ATP6V0A1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	MBOAT2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	NARF
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SLC25A37
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	LPIN2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	LRP10
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	FBXO34
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	P4HA2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	FBXO9
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	EZH1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ABCB6
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	MAP2K3
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	MARK3
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	MPP1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	CAST
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SLC2A1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ERMAP
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	KHNYN
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	GAPVD1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	FOXO3
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	PSMD9
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	NR3C1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SDCBP
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	DCAF10
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	PPP2R5B
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SMOX
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SPTB
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	GDE1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	PICALM
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ALAD
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	FOXJ2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RHAG
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ADIPOR1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	LAMP2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SEC14L1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	NUDT4
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	EIF2AK1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RCL1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RAP1GAP
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	KDM7A
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	CA2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	HDGF
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	MARCHF2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	TNRC6B
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RANBP10
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SLC66A2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	LMO2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RHD
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	TMCC2
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ANK1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	KEL
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	ARHGEF12
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	RBM5
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	SYNJ1
HEME_METABOLISM	entry4_SOFA_D3__PH_pass	TAL1
